"Story","Title","Result","Date","Stability","Duration (s)"
"Login - Kompas.com","User Login Successfully","SUCCESS","2022-06-21T21:09:51.462+07:00[Asia/Bangkok]","0.0","18.22"
"Login - Kompas.com","User Login Unsuccessfully","SUCCESS","2022-06-21T21:10:10.676+07:00[Asia/Bangkok]","0.0","6.08"
"Search Berita in kompas","Search News Successfully","SUCCESS","2022-06-21T21:10:17.428+07:00[Asia/Bangkok]","0.0","25.32"
